Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,State,Temperature(F),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Duration_Minutes
2,2016-03-16 06:47:19,2016-03-16 07:17:19,39.737404,-84.185776,0.01,Dayton,OH,60.4,29.62,7.0,13.8,0.0,Scattered Clouds,30.0
2,2016-03-16 06:49:57,2016-03-16 07:19:57,40.082397,-82.906921,0.01,Westerville,OH,64.0,29.57,10.0,12.7,0.0,Scattered Clouds,30.0
2,2016-03-16 07:08:25,2016-03-16 07:38:25,39.184589,-84.235176,0.01,Milford,OH,62.1,29.67,10.0,13.8,0.0,Scattered Clouds,30.0
2,2016-03-16 07:10:24,2016-03-16 07:40:24,39.923038,-82.784538,0.01,Pickerington,OH,64.0,29.58,10.0,8.1,0.0,Overcast,30.0
2,2016-03-16 07:23:13,2016-03-16 07:53:13,39.745384,-84.183006,0.01,Dayton,OH,59.0,29.64,7.0,19.6,0.0,Overcast,30.0
2,2016-03-16 07:38:10,2016-03-16 08:08:10,39.870964,-82.855354,0.01,Groveport,OH,61.2,29.61,10.0,11.5,0.0,Overcast,30.0
3,2016-03-16 07:38:20,2016-03-16 08:08:20,39.981812,-83.118767,0.01,Columbus,OH,62.6,29.63,10.0,9.2,0.0,Overcast,30.0
3,2016-03-16 07:31:25,2016-03-16 08:01:25,39.997391,-83.118156,0.01,Columbus,OH,62.6,29.61,10.0,11.5,0.0,Overcast,30.0
3,2016-03-16 07:55:16,2016-03-16 08:25:16,39.632637,-84.20303299999998,0.01,Dayton,OH,59.0,29.67,10.0,15.0,0.0,Overcast,30.0
2,2016-03-16 08:54:38,2016-03-16 09:24:38,39.9767,-83.045517,0.01,Columbus,OH,59.0,29.67,10.0,17.3,0.0,Overcast,30.0
2,2016-03-16 09:25:43,2016-03-16 09:55:43,39.72419,-84.152336,0.01,Dayton,OH,56.5,29.72,10.0,21.9,0.0,Partly Cloudy,30.0
3,2016-03-16 09:36:49,2016-03-16 10:06:49,39.770382,-84.194901,0.01,Dayton,OH,55.0,29.74,10.0,23.0,0.0,Partly Cloudy,30.0
2,2016-03-16 10:41:00,2016-03-16 14:00:00,40.266563,-82.928535,0.01,Sunbury,OH,57.2,29.73,10.0,23.0,0.0,Scattered Clouds,199.0
3,2016-03-16 12:24:15,2016-03-16 13:09:15,41.42202800000001,-81.877464,0.01,North Olmsted,OH,59.0,29.69,10.0,31.1,0.0,Scattered Clouds,45.0
2,2016-03-17 04:12:59,2016-03-17 04:42:59,39.820084,-84.16755699999999,0.01,Dayton,OH,42.1,29.91,10.0,8.1,0.0,Scattered Clouds,30.0
2,2016-03-17 06:55:29,2016-03-17 07:25:29,39.754055,-84.17588,0.01,Dayton,OH,37.8,29.91,10.0,6.9,0.0,Clear,30.0
2,2016-03-17 07:12:30,2016-03-17 07:42:30,39.122822,-84.135796,0.01,Owensville,OH,46.8,29.93,10.0,5.8,0.0,Clear,30.0
2,2016-03-17 07:31:22,2016-03-17 08:01:22,39.803738,-84.22461700000002,0.0,Dayton,OH,42.1,29.91,10.0,9.2,0.0,Clear,30.0
2,2016-03-17 07:38:17,2016-03-17 08:08:17,39.596882,-84.117653,0.01,Dayton,OH,43.0,29.9,10.0,5.8,0.0,Clear,30.0
2,2016-03-17 07:56:30,2016-03-17 08:26:30,39.615669,-84.135452,0.01,Dayton,OH,43.0,29.9,10.0,5.8,0.0,Clear,30.0
2,2016-03-17 08:07:07,2016-03-17 08:37:07,39.973015,-83.014801,0.01,Columbus,OH,45.0,29.9,10.0,4.6,0.0,Scattered Clouds,30.0
2,2016-03-17 08:07:38,2016-03-17 08:37:38,39.949711,-82.970123,0.01,Columbus,OH,45.0,29.9,10.0,4.6,0.0,Scattered Clouds,30.0
2,2016-03-17 08:28:13,2016-03-17 08:58:13,39.949711,-82.970123,0.01,Columbus,OH,48.0,29.91,10.0,6.9,0.0,Clear,30.0
3,2016-03-17 08:51:23,2016-03-17 09:51:23,39.733723,-84.204971,0.01,Dayton,OH,46.9,29.93,10.0,10.4,0.0,Clear,60.0
2,2016-03-17 08:50:37,2016-03-17 09:50:37,39.74773,-84.172325,0.01,Dayton,OH,45.5,29.94,10.0,8.1,0.0,Clear,60.0
2,2016-03-17 08:58:06,2016-03-17 09:58:06,39.740417,-84.186539,0.01,Dayton,OH,45.5,29.94,10.0,8.1,0.0,Clear,60.0
2,2016-03-17 09:08:21,2016-03-17 09:38:21,39.625694,-84.200005,0.01,Dayton,OH,48.0,29.92,10.0,6.9,0.0,Clear,30.0
2,2016-03-17 09:30:29,2016-03-17 10:00:29,39.785046,-84.236137,0.0,Dayton,OH,50.0,29.94,10.0,18.4,0.0,Partly Cloudy,30.0
2,2016-03-17 11:10:37,2016-03-17 11:40:37,39.749626,-84.178291,0.0,Dayton,OH,55.0,29.94,10.0,13.8,0.0,Clear,30.0
2,2016-03-17 11:10:37,2016-03-17 13:29:20,39.783344,-84.253738,0.0,Dayton,OH,54.0,29.94,10.0,16.1,0.0,Partly Cloudy,138.71666666666667
2,2016-03-17 11:10:37,2016-03-17 13:29:20,39.820084,-84.16755699999999,0.01,Dayton,OH,54.0,29.94,10.0,16.1,0.0,Partly Cloudy,138.71666666666667
2,2016-03-17 11:10:37,2016-03-17 13:44:20,39.739201,-84.230324,0.0,Dayton,OH,54.0,29.94,10.0,16.1,0.0,Partly Cloudy,153.71666666666667
2,2016-03-17 11:10:37,2016-03-17 13:59:20,39.790916,-84.235085,0.01,Dayton,OH,54.0,29.94,10.0,16.1,0.0,Partly Cloudy,168.71666666666667
2,2016-03-17 14:50:41,2016-03-17 15:20:41,39.80933,-84.235146,0.0,Dayton,OH,55.0,29.92,10.0,21.9,0.0,Scattered Clouds,30.0
3,2016-03-17 17:28:00,2016-03-17 21:00:00,39.904541,-83.02684,0.01,Grove City,OH,57.2,29.89,10.0,16.1,0.0,Scattered Clouds,212.0
3,2016-03-17 20:18:00,2016-03-17 23:00:00,39.982506,-82.98451999999997,0.01,Columbus,OH,52.0,29.92,10.0,11.5,0.0,Scattered Clouds,162.0
2,2016-03-18 04:02:41,2016-03-18 04:32:41,39.75777100000001,-84.142036,0.0,Dayton,OH,38.3,29.98,10.0,7.0,0.0,Clear,30.0
2,2016-03-18 06:48:10,2016-03-18 07:18:10,39.736004,-84.14344799999998,0.0,Dayton,OH,39.7,30.0,10.0,3.5,0.0,Overcast,30.0
2,2016-03-18 07:10:13,2016-03-18 07:40:13,39.59872100000001,-84.161491,0.01,Dayton,OH,37.0,30.0,10.0,3.5,0.0,Clear,30.0
2,2016-03-18 09:09:35,2016-03-18 09:39:35,39.74004,-84.194923,0.01,Dayton,OH,46.0,30.02,10.0,10.4,0.0,Scattered Clouds,30.0
2,2016-03-18 10:55:02,2016-03-18 11:25:02,39.77626,-84.243752,0.01,Dayton,OH,50.0,30.06,10.0,12.7,0.0,Scattered Clouds,30.0
2,2016-03-18 11:10:12,2016-03-18 11:40:12,39.62394000000001,-84.194153,0.0,Dayton,OH,50.0,30.05,10.0,12.7,0.0,Clear,30.0
2,2016-03-18 11:44:25,2016-03-18 12:14:25,39.73232700000001,-84.163055,0.0,Dayton,OH,51.1,30.06,10.0,11.5,0.0,Clear,30.0
2,2016-03-18 11:44:25,2016-03-18 12:57:34,39.772064,-84.253517,0.01,Dayton,OH,52.0,30.07,10.0,15.0,0.0,Scattered Clouds,73.15
2,2016-03-18 13:27:13,2016-03-18 13:57:13,39.772064,-84.253517,0.01,Dayton,OH,55.0,30.06,10.0,17.3,0.0,Scattered Clouds,30.0
3,2016-03-18 13:52:00,2016-03-18 14:44:00,40.263664,-82.927452,0.01,Sunbury,OH,53.6,30.02,10.0,15.0,0.0,Clear,52.0
2,2016-03-18 14:16:10,2016-03-18 14:46:10,39.658939,-84.223244,0.01,Dayton,OH,55.9,30.06,10.0,17.3,0.0,Clear,30.0
2,2016-03-18 14:38:06,2016-03-18 15:08:06,39.67889,-84.221413,0.0,Dayton,OH,57.0,30.04,10.0,17.3,0.0,Clear,30.0
2,2016-03-18 14:39:06,2016-03-18 15:09:06,39.749786,-84.199493,0.01,Dayton,OH,55.4,30.04,10.0,19.6,0.0,Mostly Cloudy,30.0
2,2016-03-18 16:16:49,2016-03-18 16:46:49,39.745384,-84.183006,0.01,Dayton,OH,55.8,30.04,10.0,15.0,0.0,Mostly Cloudy,30.0
2,2016-03-18 16:36:53,2016-03-18 17:06:53,39.625694,-84.200005,0.01,Dayton,OH,55.9,30.02,10.0,12.7,0.0,Clear,30.0
3,2016-03-18 16:59:00,2016-03-18 21:00:00,40.120651,-82.973045,0.01,Westerville,OH,53.1,30.01,10.0,18.4,0.0,Mostly Cloudy,241.0
3,2016-03-18 17:44:00,2016-03-18 23:59:00,41.128685,-81.652153,0.01,Akron,OH,48.9,30.0,10.0,16.1,0.0,Mostly Cloudy,375.0
2,2016-03-18 18:15:34,2016-03-18 19:00:34,39.959805,-83.370483,0.01,London,OH,51.8,30.02,10.0,11.5,0.0,Clear,45.0
3,2016-06-21 10:34:40,2016-06-21 11:04:40,38.0853,-122.233017,0.0,Vallejo,CA,75.0,30.0,10.0,5.8,0.0,Clear,30.0
3,2016-06-21 10:30:16,2016-06-21 11:16:39,37.631813,-122.084167,0.0,Hayward,CA,75.0,30.06,10.0,4.6,0.0,Clear,46.38333333333333
2,2016-06-21 10:49:14,2016-06-21 11:19:14,37.896564,-122.070717,0.0,Walnut Creek,CA,82.9,29.97,10.0,4.6,0.0,Clear,30.0
3,2016-06-21 10:41:42,2016-06-21 11:11:42,37.334255,-122.032471,0.0,Cupertino,CA,75.9,30.04,10.0,4.6,0.0,Clear,30.0
2,2016-06-21 10:16:26,2016-06-21 11:04:16,37.250729,-121.910713,0.0,San Jose,CA,75.2,30.06,10.0,5.8,0.0,Clear,47.833333333333336
3,2016-06-21 10:31:06,2016-06-21 11:16:26,37.701584,-121.906929,0.0,Pleasanton,CA,82.9,30.0,10.0,5.8,0.0,Clear,45.333333333333336
3,2016-06-21 10:17:17,2016-06-21 11:03:50,37.328312,-121.871811,0.0,San Jose,CA,73.0,30.04,10.0,4.6,0.0,Partly Cloudy,46.55
3,2016-06-21 10:51:31,2016-06-21 11:21:31,37.719162,-122.448273,0.0,San Francisco,CA,71.1,30.04,10.0,4.6,0.0,Partly Cloudy,30.0
2,2016-06-21 10:56:00,2016-06-21 11:26:00,37.868114,-122.19593,0.0,Orinda,CA,82.9,29.97,10.0,4.6,0.0,Clear,30.0
3,2016-06-21 10:57:01,2016-06-21 11:27:01,37.700951,-121.80175,0.0,Livermore,CA,82.9,30.0,10.0,5.8,0.0,Clear,30.0
2,2016-06-21 11:02:59,2016-06-21 11:32:59,38.321342,-122.713707,0.0,Cotati,CA,80.6,30.04,10.0,5.8,0.0,Clear,30.0
2,2016-06-21 11:06:50,2016-06-21 11:36:50,38.005135,-122.037445,0.0,Concord,CA,82.9,29.97,10.0,4.6,0.0,Clear,30.0
3,2016-06-21 11:11:50,2016-06-21 11:41:50,37.70071400000001,-121.773895,0.0,Livermore,CA,82.9,30.0,10.0,5.8,0.0,Clear,30.0
2,2016-06-21 11:13:06,2016-06-21 11:43:06,37.395771,-122.012772,0.0,Sunnyvale,CA,75.9,30.04,10.0,4.6,0.0,Clear,30.0
3,2016-06-21 11:19:24,2016-06-21 11:49:24,37.701576,-121.872177,0.0,Dublin,CA,82.9,30.0,10.0,5.8,0.0,Clear,30.0
2,2016-06-21 11:16:14,2016-06-21 12:01:14,38.481682,-121.408768,0.0,Sacramento,CA,86.0,30.0,10.0,9.2,0.0,Clear,45.0
3,2016-06-21 11:16:55,2016-06-21 12:01:55,38.682713,-121.33628799999998,0.0,Sacramento,CA,86.0,30.01,10.0,9.2,0.0,Clear,45.0
2,2016-06-21 11:20:47,2016-06-21 11:50:47,37.391258,-121.995895,0.0,Sunnyvale,CA,75.9,30.04,10.0,4.6,0.0,Clear,30.0
2,2016-06-21 11:37:40,2016-06-21 12:07:40,37.775215,-122.220863,0.0,Oakland,CA,73.9,30.03,10.0,8.1,0.0,Partly Cloudy,30.0
2,2016-06-21 11:33:06,2016-06-21 12:03:06,37.418728,-121.970436,0.0,Alviso,CA,82.0,30.03,10.0,5.8,0.0,Clear,30.0
3,2016-06-21 11:30:58,2016-06-21 12:00:58,37.38237,-121.904358,0.0,San Jose,CA,84.0,30.01,10.0,8.1,0.0,Partly Cloudy,30.0
3,2016-06-21 11:34:23,2016-06-21 12:04:23,37.701363,-121.849533,0.0,Pleasanton,CA,88.0,29.99,10.0,4.6,0.0,Clear,30.0
2,2016-06-21 11:36:40,2016-06-21 12:06:40,37.131519,-121.633308,0.0,Morgan Hill,CA,86.0,30.02,10.0,12.7,0.0,Clear,30.0
2,2016-06-21 11:40:35,2016-06-21 12:10:35,38.303768,-122.708183,0.0,Petaluma,CA,82.4,30.04,10.0,3.5,0.0,Clear,30.0
3,2016-06-21 11:38:59,2016-06-21 12:08:59,38.026699,-122.113785,0.0,Martinez,CA,88.0,29.96,10.0,8.1,0.0,Clear,30.0
2,2016-06-21 11:56:59,2016-06-21 12:26:59,38.220692,-122.607536,0.0,Petaluma,CA,84.2,30.03,10.0,4.6,0.0,Clear,30.0
2,2016-06-21 11:52:03,2016-06-21 12:22:03,37.613815,-122.396652,0.0,Millbrae,CA,75.9,30.03,10.0,12.7,0.0,Partly Cloudy,30.0
3,2016-06-21 11:50:43,2016-06-21 12:35:43,38.646683,-121.376694,0.0,North Highlands,CA,87.8,30.0,10.0,9.2,0.0,Clear,45.0
3,2016-06-21 12:06:52,2016-06-21 12:36:52,37.66637,-122.107491,0.0,Hayward,CA,77.0,30.05,10.0,8.1,0.0,Clear,30.0
3,2016-06-21 12:13:43,2016-06-21 12:43:43,37.70071400000001,-121.773895,0.0,Livermore,CA,88.0,29.99,10.0,4.6,0.0,Clear,30.0
2,2016-06-21 12:21:52,2016-06-21 12:51:52,38.54702,-122.808311,0.0,Windsor,CA,82.9,29.98,10.0,5.8,0.0,Clear,30.0
3,2016-06-21 12:20:59,2016-06-21 12:50:59,37.856171,-122.029907,0.0,Alamo,CA,88.0,29.96,10.0,8.1,0.0,Clear,30.0
2,2016-06-21 12:29:00,2016-06-21 12:59:00,37.119289,-121.626114,0.0,Morgan Hill,CA,89.6,30.01,10.0,10.4,0.0,Clear,30.0
2,2016-06-21 12:28:17,2016-06-21 12:58:17,37.088932,-121.59922,0.0,San Martin,CA,89.6,30.01,10.0,10.4,0.0,Clear,30.0
2,2016-06-21 12:32:53,2016-06-21 13:02:53,38.601768,-122.864983,0.0,Healdsburg,CA,90.0,29.96,10.0,4.6,0.0,Partly Cloudy,30.0
2,2016-06-21 12:39:41,2016-06-21 13:09:41,37.701061,-122.393188,0.0,Brisbane,CA,73.0,30.02,10.0,19.6,0.0,Partly Cloudy,30.0
2,2016-06-21 12:33:43,2016-06-21 13:03:43,37.448879,-122.12313799999998,0.0,Palo Alto,CA,82.4,30.01,30.0,13.8,0.0,Clear,30.0
3,2016-06-21 12:46:38,2016-06-21 13:16:38,37.732746,-122.404938,0.0,San Francisco,CA,73.0,30.02,10.0,19.6,0.0,Partly Cloudy,30.0
2,2016-06-21 12:58:04,2016-06-21 13:28:04,37.749485,-122.403236,0.0,San Francisco,CA,77.0,30.03,10.0,11.5,0.0,Partly Cloudy,30.0
3,2016-06-21 12:52:56,2016-06-21 13:22:56,37.454247,-121.923073,0.0,Milpitas,CA,87.1,30.01,10.0,9.2,0.0,Partly Cloudy,30.0
3,2016-06-21 12:53:58,2016-06-21 13:23:58,37.401531,-121.908859,0.0,San Jose,CA,87.1,30.01,10.0,9.2,0.0,Partly Cloudy,30.0
3,2016-06-21 12:54:27,2016-06-21 13:39:27,38.563538,-121.637466,0.0,Davis,CA,91.4,29.99,10.0,5.8,0.0,Clear,45.0
3,2016-06-21 13:02:04,2016-06-21 13:32:04,37.825397,-122.304802,0.0,Oakland,CA,77.0,30.03,10.0,11.5,0.0,Partly Cloudy,30.0
3,2016-06-21 13:03:25,2016-06-21 13:33:25,37.8009,-122.228767,0.0,Oakland,CA,77.0,30.03,10.0,11.5,0.0,Partly Cloudy,30.0
3,2016-06-21 13:15:59,2016-06-21 13:45:59,37.31665,-121.945389,0.0,San Jose,CA,87.1,30.01,10.0,9.2,0.0,Partly Cloudy,30.0
2,2016-06-21 13:18:11,2016-06-21 14:03:11,38.36479600000001,-121.350449,0.0,Elk Grove,CA,91.9,29.97,10.0,6.9,0.0,Clear,45.0
3,2016-06-21 13:27:20,2016-06-21 14:13:00,38.551689,-121.699516,0.0,Davis,CA,93.2,29.97,10.0,3.5,0.0,Clear,45.666666666666664
2,2016-06-21 13:23:19,2016-06-21 14:08:19,38.618011,-121.401459,0.0,Sacramento,CA,91.4,29.98,10.0,6.9,0.0,Clear,45.0
2,2016-06-21 13:35:09,2016-06-21 14:05:09,37.49221,-122.386093,0.0,Half Moon Bay,CA,60.8,30.07,2.5,17.3,0.0,Haze,30.0
2,2016-06-21 13:34:39,2016-06-21 14:04:39,37.46876500000001,-122.155205,0.0,Menlo Park,CA,80.6,30.0,30.0,13.8,0.0,Clear,30.0
2,2016-06-21 13:38:18,2016-06-21 14:23:18,38.452553,-121.37175,0.0,Elk Grove,CA,93.9,29.96,10.0,6.9,0.0,Clear,45.0
3,2016-06-21 13:59:18,2016-06-21 14:29:18,37.741356,-121.580826,0.0,Tracy,CA,93.9,29.96,10.0,4.6,0.0,Clear,30.0
2,2016-06-21 13:59:57,2016-06-21 14:44:57,38.668053,-121.31208,0.0,Carmichael,CA,93.2,29.97,9.0,6.9,0.0,Clear,45.0
3,2016-06-21 14:06:34,2016-06-21 14:36:34,37.78735,-122.247955,0.0,Oakland,CA,79.0,30.01,10.0,12.7,0.0,Partly Cloudy,30.0
2,2016-06-21 14:03:09,2016-06-21 14:48:10,38.781418,-121.145889,0.0,Granite Bay,CA,93.2,29.97,9.0,6.9,0.0,Clear,45.016666666666666
3,2016-06-21 14:16:46,2016-06-21 14:46:46,37.608707,-122.068192,0.0,Union City,CA,82.9,30.03,10.0,11.5,0.0,Clear,30.0
3,2016-06-21 14:17:32,2016-06-21 15:17:32,38.547523,-121.717918,0.0,Davis,CA,93.2,29.96,10.0,7.0,0.0,Clear,60.0
2,2016-06-21 14:41:50,2016-06-21 15:11:50,37.977779,-122.06575,0.0,Pleasant Hill,CA,98.1,29.91,10.0,11.5,0.0,Clear,30.0
2,2016-06-21 14:34:20,2016-06-21 15:04:20,37.339455,-121.852043,0.0,San Jose,CA,93.2,29.99,10.0,15.0,0.0,Clear,30.0
2,2016-06-21 14:49:07,2016-06-21 15:19:07,37.553684,-122.296257,0.0,San Mateo,CA,84.2,29.99,10.0,10.4,0.0,Partly Cloudy,30.0
3,2016-06-21 14:57:48,2016-06-21 15:27:48,37.731983,-122.415413,0.0,San Francisco,CA,71.1,30.0,10.0,24.2,0.0,Partly Cloudy,30.0
3,2016-06-21 14:53:08,2016-06-21 15:23:08,37.854485,-122.219765,0.0,Oakland,CA,77.0,30.0,10.0,15.0,0.0,Partly Cloudy,30.0
2,2016-06-21 14:51:55,2016-06-21 15:21:55,37.992588,-122.039635,0.0,Concord,CA,98.1,29.91,10.0,11.5,0.0,Clear,30.0
2,2016-06-21 14:52:37,2016-06-21 15:37:37,38.58997,-121.26548,0.0,Rancho Cordova,CA,96.8,29.93,10.0,10.4,0.0,Clear,45.0
2,2016-06-21 15:09:59,2016-06-21 15:54:59,39.328636,-121.11116,0.0,Nevada City,CA,87.8,30.12,10.0,8.1,0.0,Clear,45.0
2,2016-06-21 15:23:34,2016-06-21 16:08:34,38.481689,-121.396133,0.0,Sacramento,CA,97.0,29.91,10.0,3.5,0.0,Clear,45.0
3,2016-06-21 16:02:09,2016-06-21 16:32:09,37.462418,-122.144402,0.0,Palo Alto,CA,78.8,29.97,30.0,17.3,0.0,Clear,30.0
3,2016-06-21 15:55:54,2016-06-21 16:25:54,38.404911,-121.912468,0.0,Vacaville,CA,99.0,29.92,10.0,8.1,0.0,Clear,30.0
2,2016-06-21 15:56:52,2016-06-21 16:56:52,38.744423,-121.247093,0.0,Roseville,CA,95.0,29.92,10.0,8.1,0.0,Clear,60.0
2,2016-06-21 16:16:25,2016-06-21 17:01:25,38.203735,-121.556808,0.0,Isleton,CA,96.8,29.91,10.0,10.4,0.0,Clear,45.0
3,2016-06-21 16:47:53,2016-06-21 17:17:53,38.671062,-121.591881,0.0,Sacramento,CA,97.0,29.88,10.0,5.8,0.0,Clear,30.0
2,2016-06-21 17:55:06,2016-06-21 18:25:06,38.566139,-121.336296,0.0,Sacramento,CA,98.6,29.87,10.0,4.6,0.0,Clear,30.0
2,2016-06-21 18:48:19,2016-06-21 19:18:19,38.846264,-121.299644,0.0,Lincoln,CA,96.8,29.86,10.0,3.5,0.0,Clear,30.0
3,2016-06-21 18:58:58,2016-06-21 19:28:58,38.564201,-121.513878,0.0,Sacramento,CA,93.9,29.87,10.0,12.7,0.0,Clear,30.0
2,2016-06-21 19:21:38,2016-06-21 20:06:38,38.682323,-120.847435,0.0,El Dorado,CA,86.0,30.06,10.0,3.5,0.0,Clear,45.0
2,2016-06-21 19:36:26,2016-06-21 20:06:26,37.923492,-122.513168,0.0,Corte Madera,CA,77.0,29.94,10.0,3.5,0.0,Clear,30.0
3,2016-06-21 19:38:23,2016-06-21 20:08:23,37.692444,-122.140167,0.0,San Leandro,CA,66.0,29.99,10.0,8.1,0.0,Clear,30.0
3,2016-06-21 19:34:13,2016-06-21 20:04:13,37.804386,-121.989738,0.0,Danville,CA,84.0,29.88,10.0,11.5,0.0,Clear,30.0
2,2016-06-21 19:45:28,2016-06-21 20:15:28,37.252171,-121.95821399999998,0.0,Los Gatos,CA,73.0,29.97,10.0,12.7,0.0,Clear,30.0
3,2016-06-21 19:46:41,2016-06-21 20:16:41,37.701649,-121.911278,0.0,Pleasanton,CA,80.1,29.93,10.0,9.2,0.0,Clear,30.0
2,2016-06-21 20:03:18,2016-06-21 20:33:18,37.807072,-122.475616,0.0,San Francisco,CA,61.0,29.98,10.0,20.7,0.0,Partly Cloudy,30.0
3,2016-06-21 20:02:45,2016-06-21 20:32:45,37.690559,-122.074669,0.0,Castro Valley,CA,66.0,29.99,10.0,8.1,0.0,Clear,30.0
3,2016-06-21 20:03:23,2016-06-21 20:48:23,37.766987,-121.335495,0.0,Tracy,CA,88.0,29.89,10.0,15.0,0.0,Clear,45.0
3,2016-06-21 20:19:38,2016-06-21 20:49:38,37.700043,-121.779655,0.0,Livermore,CA,80.1,29.93,10.0,9.2,0.0,Clear,30.0
3,2016-06-21 20:38:09,2016-06-21 21:08:09,37.933292,-121.296669,0.0,Stockton,CA,81.0,29.9,10.0,6.9,0.0,Clear,30.0
2,2016-06-21 20:48:42,2016-06-21 21:33:42,39.411289,-123.354477,0.0,Willits,CA,78.1,29.94,10.0,9.2,0.0,Clear,45.0
2,2016-06-21 21:18:10,2016-06-21 21:48:10,38.556145,-121.443192,0.0,Sacramento,CA,80.1,29.88,10.0,9.2,0.0,Clear,30.0
3,2016-06-21 21:39:20,2016-06-21 22:09:20,38.74008900000001,-121.273468,0.0,Roseville,CA,80.6,29.89,10.0,9.2,0.0,Clear,30.0
3,2016-06-21 21:42:40,2016-06-21 22:27:40,38.74008900000001,-121.273468,0.0,Roseville,CA,80.6,29.89,10.0,9.2,0.0,Clear,45.0
2,2016-06-21 21:33:47,2016-06-21 22:18:47,38.74398400000001,-121.226074,0.0,Granite Bay,CA,80.6,29.89,10.0,9.2,0.0,Clear,45.0
2,2016-06-21 21:45:26,2016-06-21 22:15:26,38.477348,-122.73214,0.0,Santa Rosa,CA,59.0,29.92,8.0,4.6,0.0,Clear,30.0
3,2016-06-21 22:01:11,2016-06-21 22:31:11,37.364136,-122.124481,0.0,Los Altos,CA,64.0,30.01,10.0,10.4,0.0,Clear,30.0
3,2016-06-21 22:02:04,2016-06-21 22:32:04,37.314922,-121.910576,0.0,San Jose,CA,64.9,29.99,10.0,5.8,0.0,Clear,30.0
2,2016-06-21 22:26:36,2016-06-21 22:56:36,37.955566,-122.370888,0.0,Richmond,CA,72.0,29.89,10.0,10.4,0.0,Clear,30.0
3,2016-06-21 22:55:09,2016-06-21 23:25:09,38.501938,-121.789146,0.0,Dixon,CA,69.8,29.89,10.0,4.6,0.0,Clear,30.0
2,2016-06-21 23:46:57,2016-06-22 00:31:57,38.714298,-121.540237,0.0,Sacramento,CA,71.1,29.87,10.0,9.2,0.0,Clear,45.0
3,2016-06-22 00:29:47,2016-06-22 00:59:47,37.69278,-122.101685,0.0,Hayward,CA,59.0,30.02,10.0,8.1,0.0,Clear,30.0
2,2016-06-22 00:29:20,2016-06-22 01:30:00,39.267353,-121.02877,0.0,Nevada City,CA,73.4,30.08,10.0,7.0,0.0,Clear,60.666666666666664
2,2016-06-22 00:40:26,2016-06-22 01:10:26,39.098984,-122.804314,0.0,Nice,CA,64.0,29.94,10.0,7.0,0.0,Clear,30.0
3,2016-06-22 01:24:26,2016-06-22 02:24:26,37.785709,-122.244514,0.0,Oakland,CA,57.9,29.99,10.0,6.9,0.0,Partly Cloudy,60.0
2,2016-06-22 01:23:44,2016-06-22 02:23:44,37.996063,-121.785194,0.0,Antioch,CA,62.1,29.89,10.0,16.1,0.0,Clear,60.0
2,2016-06-22 01:59:16,2016-06-22 02:59:16,38.558533,-122.447746,0.0,Angwin,CA,52.0,29.92,7.0,7.0,0.0,Clear,60.0
3,2016-06-22 02:01:25,2016-06-22 03:01:25,37.926357,-122.060768,0.0,Walnut Creek,CA,62.1,29.89,10.0,16.1,0.0,Clear,60.0
3,2016-06-22 02:43:31,2016-06-22 03:43:31,37.352432,-121.837746,0.0,San Jose,CA,64.4,30.02,10.0,5.8,0.0,Clear,60.0
2,2016-06-22 03:46:12,2016-06-22 04:46:12,37.301517,-121.876823,0.0,San Jose,CA,59.0,29.97,10.0,3.5,0.0,Clear,60.0
3,2016-06-22 04:31:35,2016-06-22 05:31:35,37.808498,-122.366852,0.0,San Francisco,CA,55.9,29.98,10.0,10.4,0.0,Mostly Cloudy,60.0
2,2016-06-22 05:53:46,2016-06-22 06:38:46,37.674477,-122.100662,0.0,Hayward,CA,57.0,30.01,8.0,8.1,0.0,Partly Cloudy,45.0
3,2016-06-22 05:45:14,2016-06-22 06:30:14,37.549904,-122.025429,0.0,Newark,CA,57.2,29.99,8.0,7.0,0.0,Haze,45.0
2,2016-06-22 06:46:30,2016-06-22 07:28:00,38.176636,-122.594177,0.0,Novato,CA,50.0,29.98,5.0,7.0,0.0,Clear,41.5
2,2016-06-22 06:40:26,2016-06-22 07:25:26,37.590557,-122.36186200000002,0.0,Burlingame,CA,55.9,30.0,10.0,10.4,0.0,Partly Cloudy,45.0
3,2016-06-22 07:07:21,2016-06-22 07:52:21,38.606236,-121.508064,0.0,Sacramento,CA,64.4,29.92,7.0,12.7,0.0,Clear,45.0
3,2016-06-22 08:01:02,2016-06-22 08:46:36,37.57436,-121.88523899999998,0.0,Sunol,CA,62.1,29.97,10.0,8.1,0.0,Clear,45.56666666666667
2,2016-06-22 08:43:06,2016-06-22 09:28:06,38.692123,-120.886917,0.0,Placerville,CA,77.0,30.03,10.0,6.9,0.0,Clear,45.0
3,2016-06-22 09:11:07,2016-06-22 09:41:07,38.242306,-122.08654,0.0,Fairfield,CA,62.1,29.96,10.0,10.4,0.0,Clear,30.0
2,2016-06-22 09:16:22,2016-06-22 09:46:22,37.036915,-122.042366,0.0,Scotts Valley,CA,57.0,30.03,8.0,7.0,0.0,Overcast,30.0
3,2016-06-22 09:12:40,2016-06-22 09:42:40,37.708939,-121.723686,0.0,Livermore,CA,66.0,29.97,10.0,8.1,0.0,Clear,30.0
